,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
1900,Connecticut,CT,Hebron,Democrat,Hillary Clinton,415,0.433
1902,Connecticut,CT,Kent,Democrat,Hillary Clinton,264,0.485
1904,Connecticut,CT,Killingly,Democrat,Hillary Clinton,319,0.351
1906,Connecticut,CT,Killingworth,Democrat,Hillary Clinton,356,0.493
1908,Connecticut,CT,Lebanon,Democrat,Hillary Clinton,235,0.331
1910,Connecticut,CT,Ledyard,Democrat,Hillary Clinton,525,0.449
1912,Connecticut,CT,Lisbon,Democrat,Hillary Clinton,145,0.371
1914,Connecticut,CT,Litchfield,Democrat,Hillary Clinton,399,0.449
1916,Connecticut,CT,Lyme,Democrat,Hillary Clinton,206,0.522
1918,Connecticut,CT,Madison,Democrat,Hillary Clinton,1154,0.556
1920,Connecticut,CT,Manchester,Democrat,Hillary Clinton,2574,0.454
1922,Connecticut,CT,Mansfield,Democrat,Hillary Clinton,1051,0.324
1924,Connecticut,CT,Marlborough,Democrat,Hillary Clinton,343,0.465
1926,Connecticut,CT,Meriden,Democrat,Hillary Clinton,1948,0.506
1928,Connecticut,CT,Middlebury,Democrat,Hillary Clinton,271,0.446
1930,Connecticut,CT,Middlefield,Democrat,Hillary Clinton,195,0.408
1932,Connecticut,CT,Middletown,Democrat,Hillary Clinton,2481,0.457
1934,Connecticut,CT,Milford,Democrat,Hillary Clinton,2186,0.484
1936,Connecticut,CT,Monroe,Democrat,Hillary Clinton,643,0.48
1938,Connecticut,CT,Montville,Democrat,Hillary Clinton,504,0.394
1940,Connecticut,CT,Morris,Democrat,Hillary Clinton,90,0.417
1942,Connecticut,CT,Naugatuck,Democrat,Hillary Clinton,757,0.373
1944,Connecticut,CT,New Britain,Democrat,Hillary Clinton,2665,0.518
1946,Connecticut,CT,New Canaan,Democrat,Hillary Clinton,967,0.718
1948,Connecticut,CT,New Fairfield,Democrat,Hillary Clinton,425,0.467
1950,Connecticut,CT,New Hartford,Democrat,Hillary Clinton,250,0.354
1952,Connecticut,CT,New Haven,Democrat,Hillary Clinton,9710,0.573
1954,Connecticut,CT,New London,Democrat,Hillary Clinton,1156,0.456
1956,Connecticut,CT,New Milford,Democrat,Hillary Clinton,882,0.419
1958,Connecticut,CT,Newington,Democrat,Hillary Clinton,1631,0.485
1960,Connecticut,CT,Newtown,Democrat,Hillary Clinton,1362,0.527
1962,Connecticut,CT,Norfolk,Democrat,Hillary Clinton,129,0.473
1964,Connecticut,CT,North Branford,Democrat,Hillary Clinton,502,0.493
1966,Connecticut,CT,North Canaan,Democrat,Hillary Clinton,97,0.338
1968,Connecticut,CT,North Haven,Democrat,Hillary Clinton,1080,0.511
1970,Connecticut,CT,North Stonington,Democrat,Hillary Clinton,201,0.416
1972,Connecticut,CT,Norwalk,Democrat,Hillary Clinton,4457,0.593
1974,Connecticut,CT,Norwich,Democrat,Hillary Clinton,1238,0.427
1976,Connecticut,CT,Old Lyme,Democrat,Hillary Clinton,476,0.515
1978,Connecticut,CT,Old Saybrook,Democrat,Hillary Clinton,678,0.539
1980,Connecticut,CT,Orange,Democrat,Hillary Clinton,680,0.555
1982,Connecticut,CT,Oxford,Democrat,Hillary Clinton,302,0.421
1984,Connecticut,CT,Plainfield,Democrat,Hillary Clinton,412,0.402
1986,Connecticut,CT,Plainville,Democrat,Hillary Clinton,693,0.436
1988,Connecticut,CT,Plymouth,Democrat,Hillary Clinton,270,0.374
1990,Connecticut,CT,Pomfret,Democrat,Hillary Clinton,171,0.354
1992,Connecticut,CT,Portland,Democrat,Hillary Clinton,466,0.441
1994,Connecticut,CT,Preston,Democrat,Hillary Clinton,116,0.338
1996,Connecticut,CT,Prospect,Democrat,Hillary Clinton,252,0.405
1998,Connecticut,CT,Putnam,Democrat,Hillary Clinton,267,0.411
2000,Connecticut,CT,Redding,Democrat,Hillary Clinton,678,0.571
2002,Connecticut,CT,Ridgefield,Democrat,Hillary Clinton,1566,0.594
2004,Connecticut,CT,Rocky Hill,Democrat,Hillary Clinton,982,0.501
2006,Connecticut,CT,Roxbury,Democrat,Hillary Clinton,172,0.577
2008,Connecticut,CT,Salem,Democrat,Hillary Clinton,187,0.429
2010,Connecticut,CT,Salisbury,Democrat,Hillary Clinton,442,0.573
2012,Connecticut,CT,Scotland,Democrat,Hillary Clinton,45,0.288
2014,Connecticut,CT,Seymour,Democrat,Hillary Clinton,397,0.388
2016,Connecticut,CT,Sharon,Democrat,Hillary Clinton,188,0.501
2018,Connecticut,CT,Shelton,Democrat,Hillary Clinton,1219,0.468
2020,Connecticut,CT,Sherman,Democrat,Hillary Clinton,149,0.457
2022,Connecticut,CT,Simsbury,Democrat,Hillary Clinton,1474,0.53
2024,Connecticut,CT,Somers,Democrat,Hillary Clinton,255,0.453
2026,Connecticut,CT,South Windsor,Democrat,Hillary Clinton,1426,0.503
2028,Connecticut,CT,Southbury,Democrat,Hillary Clinton,955,0.527
2030,Connecticut,CT,Southington,Democrat,Hillary Clinton,1651,0.468
2032,Connecticut,CT,Sprague,Democrat,Hillary Clinton,96,0.337
2034,Connecticut,CT,Stafford,Democrat,Hillary Clinton,367,0.341
2036,Connecticut,CT,Stamford,Democrat,Hillary Clinton,7387,0.645
2038,Connecticut,CT,Sterling,Democrat,Hillary Clinton,52,0.289
2040,Connecticut,CT,Stonington,Democrat,Hillary Clinton,1034,0.466
2042,Connecticut,CT,Stratford,Democrat,Hillary Clinton,2554,0.552
2044,Connecticut,CT,Suffield,Democrat,Hillary Clinton,563,0.468
2046,Connecticut,CT,Thomaston,Democrat,Hillary Clinton,170,0.348
2048,Connecticut,CT,Thompson,Democrat,Hillary Clinton,273,0.409
2050,Connecticut,CT,Tolland,Democrat,Hillary Clinton,593,0.418
2052,Connecticut,CT,Torrington,Democrat,Hillary Clinton,843,0.383
2054,Connecticut,CT,Trumbull,Democrat,Hillary Clinton,1556,0.532
2056,Connecticut,CT,Union,Democrat,Hillary Clinton,25,0.301
2058,Connecticut,CT,Vernon,Democrat,Hillary Clinton,1022,0.42
2060,Connecticut,CT,Voluntown,Democrat,Hillary Clinton,51,0.252
2062,Connecticut,CT,Wallingford,Democrat,Hillary Clinton,1632,0.474
2064,Connecticut,CT,Warren,Democrat,Hillary Clinton,56,0.386
2066,Connecticut,CT,Washington,Democrat,Hillary Clinton,252,0.511
2068,Connecticut,CT,Waterbury,Democrat,Hillary Clinton,2937,0.503
2070,Connecticut,CT,Waterford,Democrat,Hillary Clinton,895,0.464
2072,Connecticut,CT,Watertown,Democrat,Hillary Clinton,538,0.395
2074,Connecticut,CT,West Hartford,Democrat,Hillary Clinton,5578,0.551
2076,Connecticut,CT,West Haven,Democrat,Hillary Clinton,2456,0.503
2078,Connecticut,CT,Westbrook,Democrat,Hillary Clinton,293,0.485
2080,Connecticut,CT,Weston,Democrat,Hillary Clinton,940,0.698
2082,Connecticut,CT,Westport,Democrat,Hillary Clinton,2661,0.703
2084,Connecticut,CT,Wethersfield,Democrat,Hillary Clinton,1561,0.501
2086,Connecticut,CT,Willington,Democrat,Hillary Clinton,209,0.323
2088,Connecticut,CT,Wilton,Democrat,Hillary Clinton,1216,0.654
2090,Connecticut,CT,Winchester,Democrat,Hillary Clinton,239,0.332
2092,Connecticut,CT,Windham,Democrat,Hillary Clinton,740,0.379
2094,Connecticut,CT,Windsor,Democrat,Hillary Clinton,2743,0.611
2096,Connecticut,CT,Windsor Locks,Democrat,Hillary Clinton,442,0.43
2098,Connecticut,CT,Wolcott,Democrat,Hillary Clinton,384,0.412
2100,Connecticut,CT,Woodbridge,Democrat,Hillary Clinton,893,0.615
2102,Connecticut,CT,Woodbury,Democrat,Hillary Clinton,465,0.463
2104,Connecticut,CT,Woodstock,Democrat,Hillary Clinton,305,0.376
2613,Delaware,DE,Kent,Democrat,Hillary Clinton,7338,0.588
2615,Delaware,DE,New Castle,Democrat,Hillary Clinton,38580,0.595
2617,Delaware,DE,Sussex,Democrat,Hillary Clinton,10032,0.614
2628,Florida,FL,Alachua,Democrat,Hillary Clinton,17733,0.492
2630,Florida,FL,Baker,Democrat,Hillary Clinton,654,0.385
2632,Florida,FL,Bay,Democrat,Hillary Clinton,5209,0.526
2634,Florida,FL,Bradford,Democrat,Hillary Clinton,1056,0.487
2636,Florida,FL,Brevard,Democrat,Hillary Clinton,31835,0.597
2638,Florida,FL,Broward,Democrat,Hillary Clinton,132527,0.725
2640,Florida,FL,Calhoun,Democrat,Hillary Clinton,437,0.362
2642,Florida,FL,Charlotte,Democrat,Hillary Clinton,8125,0.621
2644,Florida,FL,Citrus,Democrat,Hillary Clinton,6863,0.563
2646,Florida,FL,Clay,Democrat,Hillary Clinton,5345,0.571
2648,Florida,FL,Collier,Democrat,Hillary Clinton,12712,0.661
2650,Florida,FL,Columbia,Democrat,Hillary Clinton,2299,0.529
2652,Florida,FL,DeSoto,Democrat,Hillary Clinton,987,0.526
2654,Florida,FL,Dixie,Democrat,Hillary Clinton,409,0.402
2656,Florida,FL,Duval,Democrat,Hillary Clinton,58632,0.672
2658,Florida,FL,Escambia,Democrat,Hillary Clinton,16765,0.622
2660,Florida,FL,Flagler,Democrat,Hillary Clinton,6152,0.658
2662,Florida,FL,Franklin,Democrat,Hillary Clinton,665,0.47
2664,Florida,FL,Gadsden,Democrat,Hillary Clinton,7446,0.764
2666,Florida,FL,Gilchrist,Democrat,Hillary Clinton,428,0.375
2668,Florida,FL,Glades,Democrat,Hillary Clinton,387,0.499
2670,Florida,FL,Gulf,Democrat,Hillary Clinton,568,0.474
2672,Florida,FL,Hamilton,Democrat,Hillary Clinton,758,0.547
2674,Florida,FL,Hardee,Democrat,Hillary Clinton,529,0.527
2676,Florida,FL,Hendry,Democrat,Hillary Clinton,1156,0.606
2678,Florida,FL,Hernando,Democrat,Hillary Clinton,8882,0.596
2680,Florida,FL,Highlands,Democrat,Hillary Clinton,3711,0.614
2682,Florida,FL,Hillsborough,Democrat,Hillary Clinton,68936,0.628
2684,Florida,FL,Holmes,Democrat,Hillary Clinton,339,0.283
2686,Florida,FL,Indian River,Democrat,Hillary Clinton,6897,0.624
2688,Florida,FL,Jackson,Democrat,Hillary Clinton,2798,0.539
2690,Florida,FL,Jefferson,Democrat,Hillary Clinton,1671,0.646
2692,Florida,FL,Lafayette,Democrat,Hillary Clinton,295,0.3
2694,Florida,FL,Lake,Democrat,Hillary Clinton,15914,0.635
2696,Florida,FL,Lee,Democrat,Hillary Clinton,27940,0.627
2698,Florida,FL,Leon,Democrat,Hillary Clinton,27333,0.565
2700,Florida,FL,Levy,Democrat,Hillary Clinton,1570,0.5
2702,Florida,FL,Liberty,Democrat,Hillary Clinton,316,0.38
2704,Florida,FL,Madison,Democrat,Hillary Clinton,1542,0.624
2706,Florida,FL,Manatee,Democrat,Hillary Clinton,18116,0.625
2708,Florida,FL,Marion,Democrat,Hillary Clinton,18220,0.627
2710,Florida,FL,Martin,Democrat,Hillary Clinton,6523,0.598
2712,Florida,FL,Miami-Dade,Democrat,Hillary Clinton,129467,0.747
2714,Florida,FL,Monroe,Democrat,Hillary Clinton,4830,0.553
2716,Florida,FL,Nassau,Democrat,Hillary Clinton,2910,0.562
2718,Florida,FL,Okaloosa,Democrat,Hillary Clinton,4559,0.52
2720,Florida,FL,Okeechobee,Democrat,Hillary Clinton,1150,0.552
2722,Florida,FL,Orange,Democrat,Hillary Clinton,66654,0.638
2724,Florida,FL,Osceola,Democrat,Hillary Clinton,16512,0.682
2726,Florida,FL,Palm Beach,Democrat,Hillary Clinton,103369,0.715
2728,Florida,FL,Pasco,Democrat,Hillary Clinton,21760,0.583
2730,Florida,FL,Pinellas,Democrat,Hillary Clinton,63699,0.603
2732,Florida,FL,Polk,Democrat,Hillary Clinton,29328,0.63
2734,Florida,FL,Putnam,Democrat,Hillary Clinton,3182,0.494
2736,Florida,FL,Santa Rosa,Democrat,Hillary Clinton,3938,0.492
2738,Florida,FL,Sarasota,Democrat,Hillary Clinton,25881,0.611
2740,Florida,FL,Seminole,Democrat,Hillary Clinton,22069,0.583
2742,Florida,FL,St. Johns,Democrat,Hillary Clinton,9734,0.57
2744,Florida,FL,St. Lucie,Democrat,Hillary Clinton,17554,0.669
2746,Florida,FL,Sumter,Democrat,Hillary Clinton,7022,0.681
2748,Florida,FL,Suwannee,Democrat,Hillary Clinton,1475,0.422
2750,Florida,FL,Taylor,Democrat,Hillary Clinton,983,0.459
2752,Florida,FL,Union,Democrat,Hillary Clinton,336,0.367
2754,Florida,FL,Volusia,Democrat,Hillary Clinton,26276,0.602
2756,Florida,FL,Wakulla,Democrat,Hillary Clinton,1659,0.489
2758,Florida,FL,Walton,Democrat,Hillary Clinton,1515,0.5
2760,Florida,FL,Washington,Democrat,Hillary Clinton,858,0.471
3030,Georgia,GA,Appling,Democrat,Hillary Clinton,490,0.756
3032,Georgia,GA,Atkinson,Democrat,Hillary Clinton,201,0.798
3034,Georgia,GA,Bacon,Democrat,Hillary Clinton,113,0.638
3036,Georgia,GA,Baker,Democrat,Hillary Clinton,303,0.851
3038,Georgia,GA,Baldwin,Democrat,Hillary Clinton,3034,0.794
3040,Georgia,GA,Banks,Democrat,Hillary Clinton,172,0.49
3042,Georgia,GA,Barrow,Democrat,Hillary Clinton,1457,0.617
3044,Georgia,GA,Bartow,Democrat,Hillary Clinton,2216,0.59
3046,Georgia,GA,Ben Hill,Democrat,Hillary Clinton,779,0.802
3048,Georgia,GA,Berrien,Democrat,Hillary Clinton,325,0.667
3050,Georgia,GA,Bibb,Democrat,Hillary Clinton,12944,0.828
3052,Georgia,GA,Bleckley,Democrat,Hillary Clinton,370,0.777
3054,Georgia,GA,Brantley,Democrat,Hillary Clinton,137,0.491
3056,Georgia,GA,Brooks,Democrat,Hillary Clinton,714,0.776
3058,Georgia,GA,Bryan,Democrat,Hillary Clinton,893,0.633
3060,Georgia,GA,Bulloch,Democrat,Hillary Clinton,1910,0.607
3062,Georgia,GA,Burke,Democrat,Hillary Clinton,1659,0.895
3064,Georgia,GA,Butts,Democrat,Hillary Clinton,922,0.817
3066,Georgia,GA,Calhoun,Democrat,Hillary Clinton,499,0.889
3068,Georgia,GA,Camden,Democrat,Hillary Clinton,1405,0.666
3070,Georgia,GA,Candler,Democrat,Hillary Clinton,434,0.783
3072,Georgia,GA,Carroll,Democrat,Hillary Clinton,3173,0.617
3074,Georgia,GA,Catoosa,Democrat,Hillary Clinton,1082,0.508
3076,Georgia,GA,Charlton,Democrat,Hillary Clinton,275,0.737
3078,Georgia,GA,Chatham,Democrat,Hillary Clinton,19898,0.723
3080,Georgia,GA,Chattahoochee,Democrat,Hillary Clinton,182,0.813
3082,Georgia,GA,Chattooga,Democrat,Hillary Clinton,566,0.637
3084,Georgia,GA,Cherokee,Democrat,Hillary Clinton,4837,0.518
3086,Georgia,GA,Clarke,Democrat,Hillary Clinton,7089,0.507
3088,Georgia,GA,Clay,Democrat,Hillary Clinton,297,0.858
3090,Georgia,GA,Clayton,Democrat,Hillary Clinton,25130,0.816
3092,Georgia,GA,Clinch,Democrat,Hillary Clinton,167,0.795
3094,Georgia,GA,Cobb,Democrat,Hillary Clinton,39277,0.635
3096,Georgia,GA,Coffee,Democrat,Hillary Clinton,1094,0.77
3098,Georgia,GA,Colquitt,Democrat,Hillary Clinton,1035,0.761
3100,Georgia,GA,Columbia,Democrat,Hillary Clinton,4805,0.669
3102,Georgia,GA,Cook,Democrat,Hillary Clinton,580,0.762
3104,Georgia,GA,Coweta,Democrat,Hillary Clinton,4536,0.665
3106,Georgia,GA,Crawford,Democrat,Hillary Clinton,493,0.791
3108,Georgia,GA,Crisp,Democrat,Hillary Clinton,729,0.801
3110,Georgia,GA,Dade,Democrat,Hillary Clinton,241,0.503
3112,Georgia,GA,Dawson,Democrat,Hillary Clinton,312,0.53
3114,Georgia,GA,DeKalb,Democrat,Hillary Clinton,82348,0.715
3116,Georgia,GA,Decatur,Democrat,Hillary Clinton,1316,0.79
3118,Georgia,GA,Dodge,Democrat,Hillary Clinton,579,0.795
3120,Georgia,GA,Dooly,Democrat,Hillary Clinton,737,0.884
3122,Georgia,GA,Dougherty,Democrat,Hillary Clinton,8891,0.857
3124,Georgia,GA,Douglas,Democrat,Hillary Clinton,9375,0.746
3126,Georgia,GA,Early,Democrat,Hillary Clinton,671,0.892
3128,Georgia,GA,Echols,Democrat,Hillary Clinton,32,0.457
3130,Georgia,GA,Effingham,Democrat,Hillary Clinton,1178,0.645
3132,Georgia,GA,Elbert,Democrat,Hillary Clinton,805,0.75
3134,Georgia,GA,Emanuel,Democrat,Hillary Clinton,755,0.831
3136,Georgia,GA,Evans,Democrat,Hillary Clinton,347,0.785
3138,Georgia,GA,Fannin,Democrat,Hillary Clinton,545,0.599
3140,Georgia,GA,Fayette,Democrat,Hillary Clinton,7257,0.711
3142,Georgia,GA,Floyd,Democrat,Hillary Clinton,2555,0.645
3144,Georgia,GA,Forsyth,Democrat,Hillary Clinton,3701,0.538
3146,Georgia,GA,Franklin,Democrat,Hillary Clinton,352,0.627
3148,Georgia,GA,Fulton,Democrat,Hillary Clinton,82576,0.711
3150,Georgia,GA,Gilmer,Democrat,Hillary Clinton,489,0.53
3152,Georgia,GA,Glascock,Democrat,Hillary Clinton,38,0.623
3154,Georgia,GA,Glynn,Democrat,Hillary Clinton,2870,0.687
3156,Georgia,GA,Gordon,Democrat,Hillary Clinton,776,0.575
3158,Georgia,GA,Grady,Democrat,Hillary Clinton,887,0.759
3160,Georgia,GA,Greene,Democrat,Hillary Clinton,1076,0.858
3162,Georgia,GA,Gwinnett,Democrat,Hillary Clinton,37465,0.662
3164,Georgia,GA,Habersham,Democrat,Hillary Clinton,608,0.52
3166,Georgia,GA,Hall,Democrat,Hillary Clinton,3482,0.603
3168,Georgia,GA,Hancock,Democrat,Hillary Clinton,1112,0.874
3170,Georgia,GA,Haralson,Democrat,Hillary Clinton,413,0.551
3172,Georgia,GA,Harris,Democrat,Hillary Clinton,1372,0.75
3174,Georgia,GA,Hart,Democrat,Hillary Clinton,740,0.723
3176,Georgia,GA,Heard,Democrat,Hillary Clinton,276,0.701
3178,Georgia,GA,Henry,Democrat,Hillary Clinton,15639,0.777
3180,Georgia,GA,Houston,Democrat,Hillary Clinton,6274,0.76
3182,Georgia,GA,Irwin,Democrat,Hillary Clinton,326,0.799
3184,Georgia,GA,Jackson,Democrat,Hillary Clinton,1193,0.614
3186,Georgia,GA,Jasper,Democrat,Hillary Clinton,632,0.814
3188,Georgia,GA,Jeff Davis,Democrat,Hillary Clinton,400,0.766
3190,Georgia,GA,Jefferson,Democrat,Hillary Clinton,1519,0.885
3192,Georgia,GA,Jenkins,Democrat,Hillary Clinton,355,0.841
3194,Georgia,GA,Johnson,Democrat,Hillary Clinton,388,0.851
3196,Georgia,GA,Jones,Democrat,Hillary Clinton,1585,0.802
3198,Georgia,GA,Lamar,Democrat,Hillary Clinton,868,0.799
3200,Georgia,GA,Lanier,Democrat,Hillary Clinton,234,0.765
3202,Georgia,GA,Laurens,Democrat,Hillary Clinton,2294,0.822
3204,Georgia,GA,Lee,Democrat,Hillary Clinton,1009,0.742
3206,Georgia,GA,Liberty,Democrat,Hillary Clinton,2783,0.797
3208,Georgia,GA,Lincoln,Democrat,Hillary Clinton,538,0.845
3210,Georgia,GA,Long,Democrat,Hillary Clinton,261,0.685
3212,Georgia,GA,Lowndes,Democrat,Hillary Clinton,3891,0.68
3214,Georgia,GA,Lumpkin,Democrat,Hillary Clinton,560,0.506
3216,Georgia,GA,Macon,Democrat,Hillary Clinton,977,0.899
3218,Georgia,GA,Madison,Democrat,Hillary Clinton,656,0.557
3220,Georgia,GA,Marion,Democrat,Hillary Clinton,431,0.763
3222,Georgia,GA,McDuffie,Democrat,Hillary Clinton,1274,0.847
3224,Georgia,GA,McIntosh,Democrat,Hillary Clinton,863,0.844
3226,Georgia,GA,Meriwether,Democrat,Hillary Clinton,1463,0.854
3228,Georgia,GA,Miller,Democrat,Hillary Clinton,159,0.776
3230,Georgia,GA,Mitchell,Democrat,Hillary Clinton,1338,0.858
3232,Georgia,GA,Monroe,Democrat,Hillary Clinton,1250,0.801
3234,Georgia,GA,Montgomery,Democrat,Hillary Clinton,287,0.782
3236,Georgia,GA,Morgan,Democrat,Hillary Clinton,910,0.775
3238,Georgia,GA,Murray,Democrat,Hillary Clinton,444,0.512
3240,Georgia,GA,Muscogee,Democrat,Hillary Clinton,12801,0.791
3242,Georgia,GA,Newton,Democrat,Hillary Clinton,7269,0.78
3244,Georgia,GA,Oconee,Democrat,Hillary Clinton,1223,0.525
3246,Georgia,GA,Oglethorpe,Democrat,Hillary Clinton,561,0.605
3248,Georgia,GA,Paulding,Democrat,Hillary Clinton,4095,0.656
3250,Georgia,GA,Peach,Democrat,Hillary Clinton,1675,0.837
3252,Georgia,GA,Pickens,Democrat,Hillary Clinton,431,0.531
3254,Georgia,GA,Pierce,Democrat,Hillary Clinton,219,0.67
3256,Georgia,GA,Pike,Democrat,Hillary Clinton,417,0.684
3258,Georgia,GA,Polk,Democrat,Hillary Clinton,944,0.686
3260,Georgia,GA,Pulaski,Democrat,Hillary Clinton,376,0.86
3262,Georgia,GA,Putnam,Democrat,Hillary Clinton,871,0.802
3264,Georgia,GA,Quitman,Democrat,Hillary Clinton,193,0.91
3266,Georgia,GA,Rabun,Democrat,Hillary Clinton,397,0.541
3268,Georgia,GA,Randolph,Democrat,Hillary Clinton,690,0.895
3270,Georgia,GA,Richmond,Democrat,Hillary Clinton,16269,0.817
3272,Georgia,GA,Rockdale,Democrat,Hillary Clinton,7930,0.78
3274,Georgia,GA,Schley,Democrat,Hillary Clinton,146,0.834
3276,Georgia,GA,Screven,Democrat,Hillary Clinton,771,0.811
3278,Georgia,GA,Seminole,Democrat,Hillary Clinton,470,0.844
3280,Georgia,GA,Spalding,Democrat,Hillary Clinton,3129,0.786
3282,Georgia,GA,Stephens,Democrat,Hillary Clinton,460,0.607
3284,Georgia,GA,Stewart,Democrat,Hillary Clinton,460,0.9
3286,Georgia,GA,Sumter,Democrat,Hillary Clinton,1960,0.824
3288,Georgia,GA,Talbot,Democrat,Hillary Clinton,852,0.867
3290,Georgia,GA,Taliaferro,Democrat,Hillary Clinton,236,0.864
3292,Georgia,GA,Tattnall,Democrat,Hillary Clinton,518,0.761
3294,Georgia,GA,Taylor,Democrat,Hillary Clinton,476,0.877
3296,Georgia,GA,Telfair,Democrat,Hillary Clinton,426,0.811
3298,Georgia,GA,Terrell,Democrat,Hillary Clinton,804,0.881
3300,Georgia,GA,Thomas,Democrat,Hillary Clinton,2053,0.782
3302,Georgia,GA,Tift,Democrat,Hillary Clinton,1151,0.759
3304,Georgia,GA,Toombs,Democrat,Hillary Clinton,562,0.762
3306,Georgia,GA,Towns,Democrat,Hillary Clinton,312,0.529
3308,Georgia,GA,Treutlen,Democrat,Hillary Clinton,300,0.822
3310,Georgia,GA,Troup,Democrat,Hillary Clinton,3357,0.789
3312,Georgia,GA,Turner,Democrat,Hillary Clinton,330,0.789
3314,Georgia,GA,Twiggs,Democrat,Hillary Clinton,818,0.864
3316,Georgia,GA,Union,Democrat,Hillary Clinton,573,0.563
3318,Georgia,GA,Upson,Democrat,Hillary Clinton,1236,0.808
3320,Georgia,GA,Walker,Democrat,Hillary Clinton,1009,0.53
3322,Georgia,GA,Walton,Democrat,Hillary Clinton,2309,0.699
3324,Georgia,GA,Ware,Democrat,Hillary Clinton,919,0.75
3326,Georgia,GA,Warren,Democrat,Hillary Clinton,468,0.895
3328,Georgia,GA,Washington,Democrat,Hillary Clinton,1741,0.864
3330,Georgia,GA,Wayne,Democrat,Hillary Clinton,700,0.732
3332,Georgia,GA,Webster,Democrat,Hillary Clinton,170,0.895
3334,Georgia,GA,Wheeler,Democrat,Hillary Clinton,177,0.859
3336,Georgia,GA,White,Democrat,Hillary Clinton,498,0.524
3338,Georgia,GA,Whitfield,Democrat,Hillary Clinton,1536,0.533
3340,Georgia,GA,Wilcox,Democrat,Hillary Clinton,302,0.868
3342,Georgia,GA,Wilkes,Democrat,Hillary Clinton,702,0.821
3344,Georgia,GA,Wilkinson,Democrat,Hillary Clinton,832,0.833
3346,Georgia,GA,Worth,Democrat,Hillary Clinton,684,0.794
4143,Hawaii,HI,Hawaii,Democrat,Hillary Clinton,1639,0.226
4145,Hawaii,HI,Honolulu,Democrat,Hillary Clinton,6686,0.368
4147,Hawaii,HI,Kauai,Democrat,Hillary Clinton,607,0.228
4149,Hawaii,HI,Maui,Democrat,Hillary Clinton,1195,0.212
4167,Idaho,ID,Ada,Democrat,Hillary Clinton,1663,0.182
4169,Idaho,ID,Adams,Democrat,Hillary Clinton,19,0.275
4171,Idaho,ID,Bannock,Democrat,Hillary Clinton,301,0.2
4173,Idaho,ID,Bear Lake,Democrat,Hillary Clinton,12,0.324
4175,Idaho,ID,Benewah,Democrat,Hillary Clinton,20,0.282
4177,Idaho,ID,Bingham,Democrat,Hillary Clinton,55,0.232
4179,Idaho,ID,Blaine,Democrat,Hillary Clinton,249,0.316
4181,Idaho,ID,Boise,Democrat,Hillary Clinton,36,0.321
4183,Idaho,ID,Bonner,Democrat,Hillary Clinton,185,0.205
4185,Idaho,ID,Bonneville,Democrat,Hillary Clinton,217,0.209
4187,Idaho,ID,Boundary,Democrat,Hillary Clinton,27,0.144
4189,Idaho,ID,Butte,Democrat,Hillary Clinton,5,0.192
4191,Idaho,ID,Camas,Democrat,Hillary Clinton,7,0.368
4193,Idaho,ID,Canyon,Democrat,Hillary Clinton,278,0.173
